"","comname","est_year","season","COGy","COGx"
"48","acadian redfish",1993,"Fall",42.8174980577126,-67.8533762162461
"49","acadian redfish",1994,"Spring",42.1812088759324,-69.1896421381126
"50","acadian redfish",1994,"Fall",43.1148775646669,-67.9443216860851
"51","acadian redfish",1995,"Spring",43.3881953004748,-67.5189450910385
"52","acadian redfish",1995,"Fall",42.9404742837343,-69.1582562122268
"53","acadian redfish",1996,"Spring",43.1339939390787,-67.5473072570895
"54","acadian redfish",1996,"Fall",42.7166881488845,-68.6509618959211
"55","acadian redfish",1997,"Spring",42.7425536619575,-69.4739387888245
"56","acadian redfish",1997,"Fall",42.8056275750484,-68.3245447119739
"57","acadian redfish",1998,"Spring",42.4930205805205,-68.6483872855822
"58","acadian redfish",1998,"Fall",42.6692129965129,-68.3978813119186
"59","acadian redfish",1999,"Spring",42.6880223289179,-68.3352606972111
"60","acadian redfish",1999,"Fall",42.691299811014,-69.348070279422
"61","acadian redfish",2000,"Spring",42.6347080437756,-68.57405588106
"62","acadian redfish",2000,"Fall",42.959958475566,-68.8086700599312
"63","acadian redfish",2001,"Spring",42.5553900252081,-68.38247173834
"64","acadian redfish",2001,"Fall",42.6582625189322,-68.6596017129003
"65","acadian redfish",2002,"Spring",42.8220294864814,-68.1534739923077
"66","acadian redfish",2002,"Fall",42.990290300168,-68.9110013527685
"67","acadian redfish",2003,"Spring",42.7371781871051,-68.9226057642342
"68","acadian redfish",2003,"Fall",42.5380901740685,-69.3496355884899
"69","acadian redfish",2004,"Spring",42.5798740213062,-69.0355506793456
"70","acadian redfish",2004,"Fall",42.8872754389592,-68.0695181040616
"71","acadian redfish",2005,"Spring",42.9712098585728,-68.2260993346777
"72","acadian redfish",2005,"Fall",42.7642609742728,-68.3811390203481
"73","acadian redfish",2006,"Spring",42.8770937189963,-68.2356528402989
"74","acadian redfish",2006,"Fall",42.5853680247225,-68.852116428444
"75","acadian redfish",2007,"Spring",42.6922747262597,-68.8033622529167
"76","acadian redfish",2007,"Fall",42.8711770137321,-68.5524908585097
"77","acadian redfish",2008,"Spring",42.5468522033474,-68.2705839112095
"78","acadian redfish",2008,"Fall",42.7776835543071,-68.5448151851928
"79","acadian redfish",2009,"Spring",42.7070504910735,-68.2332114755058
"80","acadian redfish",2009,"Fall",42.8572653490225,-68.6282401059794
"81","acadian redfish",2010,"Spring",42.4066512622072,-68.9100260204698
"82","acadian redfish",2010,"Fall",42.7317641185867,-68.9682759745305
"83","acadian redfish",2011,"Spring",43.3270443732977,-68.1966782162365
"84","acadian redfish",2011,"Fall",43.0608374394781,-68.7273855048572
"85","acadian redfish",2012,"Spring",42.834048545279,-69.118466467006
"86","acadian redfish",2012,"Fall",42.6179736242922,-68.8044770300278
"87","acadian redfish",2013,"Spring",42.8900941244621,-68.1246385866684
"88","acadian redfish",2013,"Fall",42.889281496611,-68.151896241186
"89","acadian redfish",2014,"Spring",42.7373362503332,-68.3987197868587
"90","acadian redfish",2014,"Fall",42.946996326729,-68.4870185202315
"91","acadian redfish",2015,"Spring",42.8298394279674,-67.9447132889789
"92","acadian redfish",2015,"Fall",43.0908265678892,-67.9418518087639
"93","acadian redfish",2016,"Spring",42.6378388493261,-68.334603387606
"94","acadian redfish",2016,"Fall",43.0025335959396,-68.2945756787135
"95","acadian redfish",2017,"Spring",43.180127997192,-68.1010978275316
"96","acadian redfish",2017,"Fall",42.8134640339154,-68.7068822119212
"97","acadian redfish",2018,"Spring",42.6926293065448,-68.2790579671118
"98","acadian redfish",2018,"Fall",42.6253845821984,-68.3492268275174
"99","acadian redfish",2019,"Spring",42.7909170809389,-68.7016576226531
"100","acadian redfish",2019,"Fall",42.8997231612228,-69.1277392864722
"101","alewife",1970,"Spring",39.8776808896469,-72.1862189697161
"102","alewife",1970,"Fall",41.9020341922479,-68.4462252782656
"103","alewife",1971,"Spring",40.2377400587197,-70.6119803192831
"104","alewife",1971,"Fall",43.4856686418425,-68.4996758131083
"105","alewife",1972,"Spring",40.7784304564095,-71.4746369536466
"106","alewife",1972,"Fall",43.1418162850091,-68.376252490871
"107","alewife",1973,"Spring",40.1878773220125,-71.6455225679938
"108","alewife",1973,"Fall",43.135914214598,-67.3000973581917
"109","alewife",1974,"Spring",40.7010652180763,-71.8247854306907
"110","alewife",1974,"Fall",43.4198399041659,-69.4662829541103
"111","alewife",1975,"Spring",41.0109546995822,-70.7305457148452
"112","alewife",1975,"Fall",42.7485938971727,-69.3410956511977
"113","alewife",1976,"Spring",40.8871538192841,-71.0709966718282
"114","alewife",1976,"Fall",43.7493869024022,-68.4368158837069
"115","alewife",1977,"Spring",40.4087283153236,-70.5546089775122
"116","alewife",1977,"Fall",42.4803100665813,-69.7861429257362
"117","alewife",1978,"Spring",40.2835739045194,-71.057161490194
"118","alewife",1978,"Fall",43.3055870220821,-69.5326831205379
"119","alewife",1979,"Spring",40.1004187129958,-71.7536022227032
"120","alewife",1979,"Fall",42.0522628775079,-69.7945718320391
"121","alewife",1980,"Spring",39.7644067887961,-72.3547960174185
"122","alewife",1980,"Fall",42.2180630240623,-70.5549588913027
"123","alewife",1981,"Spring",39.8172822507529,-72.1786837846107
"124","alewife",1981,"Fall",42.4069441577882,-70.1352198961855
"125","alewife",1982,"Spring",39.968769370372,-72.0332579895731
"126","alewife",1982,"Fall",42.94501707468,-69.976049637198
"127","alewife",1983,"Spring",39.8112890354819,-72.3029845590058
"128","alewife",1983,"Fall",42.4982537595238,-67.6526588261905
"129","alewife",1984,"Spring",39.260872890886,-73.5378447291029
"130","alewife",1984,"Fall",43.2382202932039,-68.8280583902913
"131","alewife",1985,"Spring",40.7352484338646,-71.262912877049
"132","alewife",1985,"Fall",42.2619386242226,-70.3286563793486
"133","alewife",1986,"Spring",40.6565305004798,-71.3903827648093
"134","alewife",1986,"Fall",43.1770824991902,-67.9552843383328
"135","alewife",1987,"Spring",40.6625799966423,-71.3437581072022
"136","alewife",1987,"Fall",43.0330121032035,-68.5162432097104
"137","alewife",1988,"Spring",40.6508131163459,-71.3032723537847
"138","alewife",1988,"Fall",43.9459960997398,-68.0929603842151
"139","alewife",1989,"Spring",40.9154286470672,-70.7819798720302
"140","alewife",1989,"Fall",43.5893206456311,-68.2639160048544
"141","alewife",1990,"Spring",42.0451045431725,-69.1429759033391
"142","alewife",1990,"Fall",43.9213893988006,-67.5897302728636
"143","alewife",1991,"Spring",40.2552595312545,-71.8491991793425
"144","alewife",1991,"Fall",43.7967717566225,-68.3018766407285
"145","alewife",1992,"Spring",40.8512821951732,-70.3626414602368
"146","alewife",1992,"Fall",43.5660559657855,-67.1686068082496
"147","alewife",1993,"Spring",40.1860435878547,-71.9583283847416
"148","alewife",1993,"Fall",43.9772489825243,-67.7705826135922
"149","alewife",1994,"Spring",41.1681163294111,-70.0037667910772
"150","alewife",1994,"Fall",41.1050561247333,-70.0206123700042
"151","alewife",1995,"Spring",41.2185446425663,-70.3707499365052
"152","alewife",1995,"Fall",43.3756980838595,-68.5670521337889
"153","alewife",1996,"Spring",40.7408595296901,-70.9724038159064
"154","alewife",1996,"Fall",41.3199076166667,-68.4333795472222
"155","alewife",1997,"Spring",40.8150974833549,-70.9461942027059
"156","alewife",1997,"Fall",43.1480370813303,-68.7398986963995
"157","alewife",1998,"Spring",41.4671748653424,-70.4156766669103
"158","alewife",1998,"Fall",42.5565734204122,-68.9484234903326
"159","alewife",1999,"Spring",40.5024665454648,-70.4496608238833
"160","alewife",1999,"Fall",43.4182660229451,-68.1043759833435
"161","alewife",2000,"Spring",42.5402595333242,-69.997708955168
"162","alewife",2000,"Fall",43.3067538407063,-68.7777271587944
"163","alewife",2001,"Spring",41.0851674907107,-69.9808449770205
"164","alewife",2001,"Fall",42.502409229051,-67.959421478029
"165","alewife",2002,"Spring",41.6048137037683,-69.7987985834693
"166","alewife",2002,"Fall",43.6069011177105,-68.1569574349894
"167","alewife",2003,"Spring",41.0741105882237,-70.4816870277228
"168","alewife",2003,"Fall",43.1725538627846,-69.4839320462677
"169","alewife",2004,"Spring",41.1209938992458,-71.0695344863344
"170","alewife",2004,"Fall",43.324366603798,-69.1253372893444
"171","alewife",2005,"Spring",40.7144302023771,-71.3741213235306
"172","alewife",2005,"Fall",43.9021099993382,-67.9572464643849
"173","alewife",2006,"Spring",42.2254547957213,-70.0879467074597
"174","alewife",2006,"Fall",43.7035013734864,-68.6481295963834
"175","alewife",2007,"Spring",41.5699792627797,-70.1737009579757
"176","alewife",2007,"Fall",43.5912543204433,-68.4983627859671
"177","alewife",2008,"Spring",41.541839301528,-70.5926613799077
"178","alewife",2008,"Fall",43.215363957945,-69.2896495502759
"179","alewife",2009,"Spring",41.7273056089436,-69.7204662356577
"180","alewife",2009,"Fall",43.4612102964974,-68.659811079294
"181","alewife",2010,"Spring",42.9449393760377,-68.2057047093071
"182","alewife",2010,"Fall",42.8813315176524,-69.4008740243702
"183","alewife",2011,"Spring",42.2319925921789,-69.6285419675323
"184","alewife",2011,"Fall",43.4076554361525,-68.7872129601534
"185","alewife",2012,"Spring",42.6612656178638,-69.504659851053
"186","alewife",2012,"Fall",43.462994186989,-68.5591945640142
"187","alewife",2013,"Spring",42.5895144014722,-69.0363404349957
"188","alewife",2013,"Fall",43.606785073099,-68.1699135459447
"189","alewife",2014,"Spring",41.7689724878179,-70.4491996896595
"190","alewife",2014,"Fall",43.2293330313014,-69.038207000614
"191","alewife",2015,"Spring",42.065219905827,-69.1875307431313
"192","alewife",2015,"Fall",43.4695001071608,-68.6423527331618
"193","alewife",2016,"Spring",42.430120546351,-70.0301253227937
"194","alewife",2016,"Fall",43.3479953651757,-68.7385724394182
"195","alewife",2017,"Spring",42.0664817096894,-69.2464910524771
"196","alewife",2017,"Fall",42.8975366962203,-69.9033616522469
"197","alewife",2018,"Spring",42.1021290312576,-69.3676227305549
"198","alewife",2018,"Fall",42.6096879251141,-70.1024398541125
"199","alewife",2019,"Spring",42.2019264901238,-69.3145913830353
"200","alewife",2019,"Fall",42.3489238448512,-70.2126466011237
"201","american plaice",1970,"Spring",42.7242853192063,-69.3718238732203
"202","american plaice",1970,"Fall",42.7898105345878,-68.8445412865201
"203","american plaice",1971,"Spring",42.7806462763516,-68.1777569056584
"204","american plaice",1971,"Fall",42.6233574878468,-68.6652025473387
"205","american plaice",1972,"Spring",42.5505933725736,-69.0158185298542
"206","american plaice",1972,"Fall",42.6164358252209,-69.3054614906777
"207","american plaice",1973,"Spring",42.9184203038464,-69.1445145802537
"208","american plaice",1973,"Fall",42.7485735514993,-68.9006518571234
"209","american plaice",1974,"Spring",42.5895817544466,-69.5321025733912
"210","american plaice",1974,"Fall",42.5566097819082,-69.9269764630293
"211","american plaice",1975,"Spring",42.4397889166783,-69.9730349370203
"212","american plaice",1975,"Fall",42.500627938698,-69.5621081210154
"213","american plaice",1976,"Spring",42.8777480529209,-69.56750288558
"214","american plaice",1976,"Fall",42.5493431928928,-69.7883092507818
"215","american plaice",1977,"Spring",43.2047758036461,-69.2112240547636
"216","american plaice",1977,"Fall",42.5408798681707,-69.5112932582178
"217","american plaice",1978,"Spring",43.0569871145186,-69.1699903724406
"218","american plaice",1978,"Fall",42.8953704563814,-69.2259758046609
"219","american plaice",1979,"Spring",43.1982480462651,-69.5401090722694
"220","american plaice",1979,"Fall",42.8572353785667,-69.4609679128722
"221","american plaice",1980,"Spring",42.7698627974042,-69.7626311189577
"222","american plaice",1980,"Fall",42.6804496432274,-69.2764922831644
"223","american plaice",1981,"Spring",43.1657478193711,-69.1362388263321
"224","american plaice",1981,"Fall",42.7737696735608,-69.2704730974334
"225","american plaice",1982,"Spring",42.5642554864927,-69.6236098828998
"226","american plaice",1982,"Fall",42.4513498946602,-68.8031096060074
"227","american plaice",1983,"Spring",42.6403444928292,-69.9296872824291
"228","american plaice",1983,"Fall",42.7976734593972,-69.5419286919479
"229","american plaice",1984,"Spring",42.6958760466462,-69.4334337686888
"230","american plaice",1984,"Fall",42.6350159193407,-69.8064838989397
"231","american plaice",1985,"Spring",42.6793345848825,-69.1968484215898
"232","american plaice",1985,"Fall",42.7156626489572,-69.5301746677703
"233","american plaice",1986,"Spring",42.5793904411108,-69.5538624645602
"234","american plaice",1986,"Fall",42.7693252249573,-69.82493096807
"235","american plaice",1987,"Spring",42.8168699615916,-69.3313004172882
"236","american plaice",1987,"Fall",42.8218885741526,-69.4935823217362
"237","american plaice",1988,"Spring",42.8462101794617,-69.3601266771922
"238","american plaice",1988,"Fall",42.620812343014,-69.7135018103487
"239","american plaice",1989,"Spring",42.7235696746533,-69.4850600787071
"240","american plaice",1989,"Fall",42.4939849252749,-69.5277926109013
"241","american plaice",1990,"Spring",42.6388111505032,-69.6273357069051
"242","american plaice",1990,"Fall",42.7116179356035,-69.6594237027963
"243","american plaice",1991,"Spring",42.7210733215835,-69.8419571657256
"244","american plaice",1991,"Fall",42.6919544028442,-69.8841846807448
"245","american plaice",1992,"Spring",42.6337681199235,-69.6658522833444
"246","american plaice",1992,"Fall",42.697950584013,-69.2847490437209
"247","american plaice",1993,"Spring",42.6752761564012,-69.4960891749649
"248","american plaice",1993,"Fall",42.6919612735173,-69.322252220702
"249","american plaice",1994,"Spring",42.833945902143,-69.7042406348174
"250","american plaice",1994,"Fall",42.6818395924536,-69.6634621712624
"251","american plaice",1995,"Spring",42.7369377139544,-69.5928098758262
"252","american plaice",1995,"Fall",42.7775450149852,-69.2476304809805
"253","american plaice",1996,"Spring",42.7086862062812,-69.7828634104071
"254","american plaice",1996,"Fall",42.6577927012339,-69.0052585929716
"255","american plaice",1997,"Spring",42.4669971083824,-69.7435718383357
"256","american plaice",1997,"Fall",42.5321012815169,-69.3735778954847
"257","american plaice",1998,"Spring",42.5825692805321,-69.8151075072038
"258","american plaice",1998,"Fall",42.3924098985223,-69.7584716487746
"259","american plaice",1999,"Spring",42.5392048626423,-69.675991550682
"260","american plaice",1999,"Fall",42.6376614117745,-69.7743730161429
"261","american plaice",2000,"Spring",42.6566453735301,-68.9947275091211
"262","american plaice",2000,"Fall",42.3881193372925,-69.5463114641278
"263","american plaice",2001,"Spring",42.6652273285466,-70.0933907234262
"264","american plaice",2001,"Fall",42.5917257831431,-69.7213928524969
"265","american plaice",2002,"Spring",42.8441786983974,-69.5673658056301
"266","american plaice",2002,"Fall",42.4745793173654,-68.8812193756586
"267","american plaice",2003,"Spring",42.7683123450834,-69.5053765842735
"268","american plaice",2003,"Fall",41.919873340718,-68.89569842783
"269","american plaice",2004,"Spring",42.5169816024527,-70.1792599288357
"270","american plaice",2004,"Fall",42.4647084774084,-69.4959010521332
"271","american plaice",2005,"Spring",42.537758111867,-69.9943468351661
"272","american plaice",2005,"Fall",43.0480700396994,-68.9685494724462
"273","american plaice",2006,"Spring",42.60400942446,-69.9022109394822
"274","american plaice",2006,"Fall",42.5726920610587,-69.7723517679078
"275","american plaice",2007,"Spring",42.6013945334383,-69.6436389401722
"276","american plaice",2007,"Fall",42.5098604551542,-69.4627558320637
"277","american plaice",2008,"Spring",42.7766459525257,-69.7289716493942
"278","american plaice",2008,"Fall",42.6271590711161,-69.7149642490535
"279","american plaice",2009,"Spring",42.8438958240274,-69.1500000687104
"280","american plaice",2009,"Fall",42.417863630858,-68.8226889650545
"281","american plaice",2010,"Spring",42.5577629811186,-69.6155890077759
"282","american plaice",2010,"Fall",42.618107893927,-69.2650373530372
"283","american plaice",2011,"Spring",42.8742468975633,-69.7168441756953
"284","american plaice",2011,"Fall",42.5784508462639,-69.6431781522677
"285","american plaice",2012,"Spring",42.85747308663,-69.8680624307687
"286","american plaice",2012,"Fall",42.797357524044,-69.2304454430474
"287","american plaice",2013,"Spring",42.7965490449616,-70.0279567425813
"288","american plaice",2013,"Fall",42.8723886593822,-69.3200633195484
"289","american plaice",2014,"Spring",42.7789759073665,-70.0502474199834
"290","american plaice",2014,"Fall",42.7566416009938,-69.6569724439465
"291","american plaice",2015,"Spring",42.9041687304164,-69.6938710491187
"292","american plaice",2015,"Fall",42.7364243046377,-69.4078352654079
"293","american plaice",2016,"Spring",43.1199575778702,-69.6602473954928
"294","american plaice",2016,"Fall",42.9182515476925,-69.3849430270739
"295","american plaice",2017,"Spring",42.83988831377,-69.8337663540502
"296","american plaice",2017,"Fall",42.936127752619,-69.2963826357682
"297","american plaice",2018,"Spring",43.0663141611014,-69.7358492424385
"298","american plaice",2018,"Fall",43.0917041529901,-69.468857361659
"299","american plaice",2019,"Spring",42.8344249374609,-69.620862180268
"300","american plaice",2019,"Fall",42.9312674771259,-69.6489754816392
"301","atlantic cod",1970,"Spring",42.2491963032004,-69.3379752736384
"302","atlantic cod",1970,"Fall",42.2356173888506,-68.4332837880419
"303","atlantic cod",1971,"Spring",41.8550742765077,-68.4449474055809
"304","atlantic cod",1971,"Fall",42.3253824752236,-69.4186111724947
"305","atlantic cod",1972,"Spring",41.7865621115545,-68.2817518308196
"306","atlantic cod",1972,"Fall",41.5373469883488,-69.4537095970628
"307","atlantic cod",1973,"Spring",41.8694468994456,-67.9755815616301
"308","atlantic cod",1973,"Fall",41.6844494642831,-68.7659120260378
"309","atlantic cod",1974,"Spring",41.6254325393343,-67.5762204691913
"310","atlantic cod",1974,"Fall",42.0918213747843,-68.3799423080903
"311","atlantic cod",1975,"Spring",41.8550597118865,-67.8600094263429
"312","atlantic cod",1975,"Fall",41.7906836483976,-69.5667278830715
"313","atlantic cod",1976,"Spring",41.8573142247253,-68.8878194164885
"314","atlantic cod",1976,"Fall",41.9915851383696,-68.7030214378832
"315","atlantic cod",1977,"Spring",42.2155219008496,-68.749634500041
"316","atlantic cod",1977,"Fall",42.1060896302491,-68.3346049147582
"317","atlantic cod",1978,"Spring",41.9745889216286,-67.0258993093102
"318","atlantic cod",1978,"Fall",42.0107162964606,-68.5273783173667
"319","atlantic cod",1979,"Spring",41.9633160141567,-67.860960142505
"320","atlantic cod",1979,"Fall",42.0088010092807,-68.2090139588578
"321","atlantic cod",1980,"Spring",41.5750901680428,-67.3932197031613
"322","atlantic cod",1980,"Fall",42.237589506631,-69.0165486851465
"323","atlantic cod",1981,"Spring",41.9933245133355,-68.1283875912478
"324","atlantic cod",1981,"Fall",41.9058001719638,-69.0095201962416
"325","atlantic cod",1982,"Spring",41.9999997594449,-66.6753379256347
"326","atlantic cod",1982,"Fall",42.2390102740116,-70.0954044495127
"327","atlantic cod",1983,"Spring",41.9083546669414,-68.1460811140946
"328","atlantic cod",1983,"Fall",41.6662599000808,-69.1923416220125
"329","atlantic cod",1984,"Spring",41.9593331722205,-69.124640367384
"330","atlantic cod",1984,"Fall",42.6523880489324,-67.4714863504528
"331","atlantic cod",1985,"Spring",42.0837796695987,-67.5506396953111
"332","atlantic cod",1985,"Fall",42.6252846184492,-69.4703181039527
"333","atlantic cod",1986,"Spring",41.7663281457697,-67.8223430546324
"334","atlantic cod",1986,"Fall",42.6693674067852,-68.4637523053013
"335","atlantic cod",1987,"Spring",41.8605271035548,-68.0271713827426
"336","atlantic cod",1987,"Fall",42.2337769672919,-68.8679547848062
"337","atlantic cod",1988,"Spring",41.8130509274622,-68.1660344695699
"338","atlantic cod",1988,"Fall",42.2239336707028,-69.0682614419432
"339","atlantic cod",1989,"Spring",41.9300770339417,-67.8722226906683
"340","atlantic cod",1989,"Fall",42.1966529464731,-68.4692764673439
"341","atlantic cod",1990,"Spring",41.7932842838411,-68.1141513276204
"342","atlantic cod",1990,"Fall",41.814121949965,-68.3119967892207
"343","atlantic cod",1991,"Spring",41.8915418293332,-67.934718466085
"344","atlantic cod",1991,"Fall",42.29902648256,-69.1142529386965
"345","atlantic cod",1992,"Spring",42.2994191152473,-67.8738611595658
"346","atlantic cod",1992,"Fall",41.9989171360259,-68.7616917816239
"347","atlantic cod",1993,"Spring",42.0911186420962,-68.0424439764536
"348","atlantic cod",1993,"Fall",41.9293675786684,-69.1860663327209
"349","atlantic cod",1994,"Spring",42.3694999772258,-67.7138957878381
"350","atlantic cod",1994,"Fall",41.9656971030836,-68.2917816430494
"351","atlantic cod",1995,"Spring",42.0712194156773,-67.8212411037363
"352","atlantic cod",1995,"Fall",42.1174800080912,-68.4935498878037
"353","atlantic cod",1996,"Spring",42.4259697225876,-68.5869758207758
"354","atlantic cod",1996,"Fall",42.4958157363091,-68.8466031322829
"355","atlantic cod",1997,"Spring",42.1700760815214,-68.6820059231351
"356","atlantic cod",1997,"Fall",42.1251326936935,-67.3383388006881
"357","atlantic cod",1998,"Spring",42.0286375494156,-67.9627348455344
"358","atlantic cod",1998,"Fall",41.8144509588715,-68.7925177509236
"359","atlantic cod",1999,"Spring",42.2494330182442,-69.8707612381381
"360","atlantic cod",1999,"Fall",42.4526605713115,-69.5364869081829
"361","atlantic cod",2000,"Spring",41.5222361023782,-68.8729010327065
"362","atlantic cod",2000,"Fall",42.5327028012002,-69.7986801083043
"363","atlantic cod",2001,"Spring",42.4755546215551,-69.187502008297
"364","atlantic cod",2001,"Fall",42.8425543037817,-69.0717838151887
"365","atlantic cod",2002,"Spring",42.3306535388224,-69.5612316298879
"366","atlantic cod",2002,"Fall",42.5941032933359,-69.7336610009886
"367","atlantic cod",2003,"Spring",42.5220736357323,-70.0011290804801
"368","atlantic cod",2003,"Fall",42.0914297516849,-69.6560379641002
"369","atlantic cod",2004,"Spring",42.1708900308573,-66.9129523711918
"370","atlantic cod",2004,"Fall",42.2282745967527,-67.9678412191889
"371","atlantic cod",2005,"Spring",42.3180390709258,-68.5580193945469
"372","atlantic cod",2005,"Fall",42.4191115783756,-69.1680008587234
"373","atlantic cod",2006,"Spring",41.6863831045199,-68.601134232013
"374","atlantic cod",2006,"Fall",42.4046597813171,-69.1001569215727
"375","atlantic cod",2007,"Spring",42.2694925477226,-69.3625038181171
"376","atlantic cod",2007,"Fall",42.4073580452429,-69.7957299782017
"377","atlantic cod",2008,"Spring",42.2293566881615,-69.6995724871186
"378","atlantic cod",2008,"Fall",42.1536749403841,-69.9149257059133
"379","atlantic cod",2009,"Spring",42.3452322517883,-69.7639478150825
"380","atlantic cod",2009,"Fall",42.0085701940633,-69.7577141608056
"381","atlantic cod",2010,"Spring",42.2821035280688,-69.1860393809393
"382","atlantic cod",2010,"Fall",41.5847030153242,-69.1823348844122
"383","atlantic cod",2011,"Spring",42.2760064974706,-68.7175638654212
"384","atlantic cod",2011,"Fall",42.2251901365054,-69.1039487065692
"385","atlantic cod",2012,"Spring",42.3606632978366,-68.9816887253505
"386","atlantic cod",2012,"Fall",41.942170215545,-68.792100500961
"387","atlantic cod",2013,"Spring",42.1704111754161,-67.5244777990593
"388","atlantic cod",2013,"Fall",42.2232261095488,-67.4899811881783
"389","atlantic cod",2014,"Spring",42.2001624537805,-68.1050915028855
"390","atlantic cod",2014,"Fall",42.4243534111922,-68.5739277609143
"391","atlantic cod",2015,"Spring",42.6400536941769,-69.5949871585042
"392","atlantic cod",2015,"Fall",41.9937873681746,-67.2897675767882
"393","atlantic cod",2016,"Spring",42.3774441455152,-68.6845721289221
"394","atlantic cod",2016,"Fall",42.4284669872555,-68.0281380956926
"395","atlantic cod",2017,"Spring",41.9707911127737,-67.1588763616947
"396","atlantic cod",2017,"Fall",42.5814228657139,-69.2992544741604
"397","atlantic cod",2018,"Spring",42.236761124365,-67.721681198779
"398","atlantic cod",2018,"Fall",42.2009792658489,-67.8808890275211
"399","atlantic cod",2019,"Spring",42.1190582328189,-66.8843760418994
"400","atlantic cod",2019,"Fall",42.1566264744786,-67.1131609787694
"401","atlantic croaker",1970,"Fall",36.05,-75.25
"402","atlantic croaker",1971,"Fall",37.483333,-75.216667
"403","atlantic croaker",1972,"Fall",35.666667,-74.916667
"404","atlantic croaker",1973,"Fall",36.2557167933858,-75.4388610743307
"405","atlantic croaker",1974,"Spring",36.0333326527831,-74.900000781246
"406","atlantic croaker",1974,"Fall",37.2998105300795,-74.7797765051079
"407","atlantic croaker",1975,"Fall",35.5794425975936,-74.9676728731863
"408","atlantic croaker",1976,"Fall",35.901004298482,-75.2135020762202
"409","atlantic croaker",1977,"Fall",37.6160795875738,-75.3001821217019
"410","atlantic croaker",1978,"Fall",37.1462959722222,-75.41574075
"411","atlantic croaker",1979,"Spring",40.4,-71.583333
"412","atlantic croaker",1979,"Fall",37.633333,-75.05
"413","atlantic croaker",1980,"Spring",35.833333,-75.216667
"414","atlantic croaker",1980,"Fall",36.563045798722,-75.5764107476038
"415","atlantic croaker",1981,"Fall",36.5358866375618,-75.2270727990115
"416","atlantic croaker",1982,"Fall",38.25,-74.8
