"comname","est_year","season","COGy","COGx","slopeLat","slopeLon"
"alewife",2012,"Spring",42.6612656178638,-69.504659851053,0.0486661698189712,0.0521170003588411
"alewife",2013,"Spring",42.5895144014722,-69.0363404349957,0.0486661698189712,0.0521170003588411
"alewife",2014,"Spring",41.7689724878179,-70.4491996896595,0.0486661698189712,0.0521170003588411
"alewife",2015,"Spring",42.065219905827,-69.1875307431313,0.0486661698189712,0.0521170003588411
"alewife",2016,"Spring",42.430120546351,-70.0301253227937,0.0486661698189712,0.0521170003588411
"alewife",2017,"Spring",42.0664817096894,-69.2464910524771,0.0486661698189712,0.0521170003588411
"alewife",2018,"Spring",42.1021290312576,-69.3676227305549,0.0486661698189712,0.0521170003588411
"alewife",2019,"Spring",42.2019264901238,-69.3145913830353,0.0486661698189712,0.0521170003588411
"alewife",2010,"Fall",42.8813315176524,-69.4008740243702,0.00765252917180508,-0.0031845282424041
"alewife",2011,"Fall",43.4076554361525,-68.7872129601534,0.00765252917180508,-0.0031845282424041
"alewife",2012,"Fall",43.462994186989,-68.5591945640142,0.00765252917180508,-0.0031845282424041
"alewife",2013,"Fall",43.606785073099,-68.1699135459447,0.00765252917180508,-0.0031845282424041
"alewife",2014,"Fall",43.2293330313014,-69.038207000614,0.00765252917180508,-0.0031845282424041
"alewife",2015,"Fall",43.4695001071608,-68.6423527331618,0.00765252917180508,-0.0031845282424041
"alewife",2016,"Fall",43.3479953651757,-68.7385724394182,0.00765252917180508,-0.0031845282424041
"alewife",2017,"Fall",42.8975366962203,-69.9033616522469,0.00765252917180508,-0.0031845282424041
"alewife",2018,"Fall",42.6096879251141,-70.1024398541125,0.00765252917180508,-0.0031845282424041
"alewife",2019,"Fall",42.3489238448512,-70.2126466011237,0.00765252917180508,-0.0031845282424041
"american plaice",2010,"Spring",42.5577629811186,-69.6155890077759,0.000420315862661534,-0.0120656688106382
"american plaice",2011,"Spring",42.8742468975633,-69.7168441756953,0.000420315862661534,-0.0120656688106382
"american plaice",2012,"Spring",42.85747308663,-69.8680624307687,0.000420315862661534,-0.0120656688106382
"american plaice",2013,"Spring",42.7965490449616,-70.0279567425813,0.000420315862661534,-0.0120656688106382
"american plaice",2014,"Spring",42.7789759073665,-70.0502474199834,0.000420315862661534,-0.0120656688106382
"american plaice",2015,"Spring",42.9041687304164,-69.6938710491187,0.000420315862661534,-0.0120656688106382
"american plaice",2016,"Spring",43.1199575778702,-69.6602473954928,0.000420315862661534,-0.0120656688106382
"american plaice",2017,"Spring",42.83988831377,-69.8337663540502,0.000420315862661534,-0.0120656688106382
"american plaice",2018,"Spring",43.0663141611014,-69.7358492424385,0.000420315862661534,-0.0120656688106382
"american plaice",2019,"Spring",42.8344249374609,-69.620862180268,0.000420315862661534,-0.0120656688106382
"american plaice",2010,"Fall",42.618107893927,-69.2650373530372,0.00167444356048842,-0.00180066303700489
"american plaice",2011,"Fall",42.5784508462639,-69.6431781522677,0.00167444356048842,-0.00180066303700489
"american plaice",2012,"Fall",42.797357524044,-69.2304454430474,0.00167444356048842,-0.00180066303700489
"american plaice",2013,"Fall",42.8723886593822,-69.3200633195484,0.00167444356048842,-0.00180066303700489
"american plaice",2014,"Fall",42.7566416009938,-69.6569724439465,0.00167444356048842,-0.00180066303700489
"american plaice",2015,"Fall",42.7364243046377,-69.4078352654079,0.00167444356048842,-0.00180066303700489
"american plaice",2016,"Fall",42.9182515476925,-69.3849430270739,0.00167444356048842,-0.00180066303700489
"american plaice",2017,"Fall",42.936127752619,-69.2963826357682,0.00167444356048842,-0.00180066303700489
"american plaice",2018,"Fall",43.0917041529901,-69.468857361659,0.00167444356048842,-0.00180066303700489
"american plaice",2019,"Fall",42.9312674771259,-69.6489754816392,0.00167444356048842,-0.00180066303700489
"atlantic cod",2010,"Spring",42.2821035280688,-69.1860393809393,0.00969633727614948,-0.0116961851399594
"atlantic cod",2011,"Spring",42.2760064974706,-68.7175638654212,0.00969633727614948,-0.0116961851399594
"atlantic cod",2012,"Spring",42.3606632978366,-68.9816887253505,0.00969633727614948,-0.0116961851399594
"atlantic cod",2013,"Spring",42.1704111754161,-67.5244777990593,0.00969633727614948,-0.0116961851399594
"atlantic cod",2014,"Spring",42.2001624537805,-68.1050915028855,0.00969633727614948,-0.0116961851399594
"atlantic cod",2015,"Spring",42.6400536941769,-69.5949871585042,0.00969633727614948,-0.0116961851399594
"atlantic cod",2016,"Spring",42.3774441455152,-68.6845721289221,0.00969633727614948,-0.0116961851399594
"atlantic cod",2017,"Spring",41.9707911127737,-67.1588763616947,0.00969633727614948,-0.0116961851399594
"atlantic cod",2018,"Spring",42.236761124365,-67.721681198779,0.00969633727614948,-0.0116961851399594
"atlantic cod",2019,"Spring",42.1190582328189,-66.8843760418994,0.00969633727614948,-0.0116961851399594
"atlantic cod",2010,"Fall",41.5847030153242,-69.1823348844122,0.00517037568052508,0.00703743186418141
"atlantic cod",2011,"Fall",42.2251901365054,-69.1039487065692,0.00517037568052508,0.00703743186418141
"atlantic cod",2012,"Fall",41.942170215545,-68.792100500961,0.00517037568052508,0.00703743186418141
"atlantic cod",2013,"Fall",42.2232261095488,-67.4899811881783,0.00517037568052508,0.00703743186418141
"atlantic cod",2014,"Fall",42.4243534111922,-68.5739277609143,0.00517037568052508,0.00703743186418141
"atlantic cod",2015,"Fall",41.9937873681746,-67.2897675767882,0.00517037568052508,0.00703743186418141
"atlantic cod",2016,"Fall",42.4284669872555,-68.0281380956926,0.00517037568052508,0.00703743186418141
"atlantic cod",2017,"Fall",42.5814228657139,-69.2992544741604,0.00517037568052508,0.00703743186418141
"atlantic cod",2018,"Fall",42.2009792658489,-67.8808890275211,0.00517037568052508,0.00703743186418141
"atlantic cod",2019,"Fall",42.1566264744786,-67.1131609787694,0.00517037568052508,0.00703743186418141
"atlantic croaker",2010,"Fall",37.9691128862362,-74.9472498954578,0.0292579200888822,0.00656144453090282
"atlantic croaker",2011,"Fall",38.4229824751305,-74.7332873083943,0.0292579200888822,0.00656144453090282
"atlantic croaker",2012,"Fall",36.2270497948313,-75.225392587132,0.0292579200888822,0.00656144453090282
"atlantic croaker",2013,"Fall",38.9272855486462,-74.5318173756749,0.0292579200888822,0.00656144453090282
"atlantic croaker",2014,"Fall",38.6416021213945,-74.5560800221293,0.0292579200888822,0.00656144453090282
"atlantic croaker",2015,"Fall",36.7935078546315,-75.1606404281308,0.0292579200888822,0.00656144453090282
"atlantic croaker",2016,"Fall",37.9052076910248,-75.0240454939224,0.0292579200888822,0.00656144453090282
"atlantic croaker",2018,"Fall",37.8523048815455,-75.0320067012185,0.0292579200888822,0.00656144453090282
"atlantic croaker",2019,"Fall",37.1629850615297,-75.2753559398246,0.0292579200888822,0.00656144453090282
"atlantic croaker",2013,"Spring",35.5182044842754,-75.1893935558032,-0.0104179938595181,-0.014853907507239
"atlantic croaker",2015,"Spring",39.9577346924421,-72.0339423272171,-0.0104179938595181,-0.014853907507239
"atlantic croaker",2016,"Spring",36.4586634639955,-75.502593976587,-0.0104179938595181,-0.014853907507239
"atlantic croaker",2017,"Spring",36.0378080474794,-75.3099835924627,-0.0104179938595181,-0.014853907507239
"atlantic croaker",2018,"Spring",36.430805,-74.777818,-0.0104179938595181,-0.014853907507239
"atlantic herring",2010,"Spring",40.3767094948321,-71.497574966316,-0.00505119517713909,0.000896760770465314
"atlantic herring",2011,"Spring",40.1932955690434,-71.3640097000585,-0.00505119517713909,0.000896760770465314
"atlantic herring",2012,"Spring",41.9200828186882,-70.0915143538098,-0.00505119517713909,0.000896760770465314
"atlantic herring",2013,"Spring",40.9648165724221,-70.5946827832856,-0.00505119517713909,0.000896760770465314
"atlantic herring",2014,"Spring",41.1858152969046,-70.0225916390822,-0.00505119517713909,0.000896760770465314
"atlantic herring",2015,"Spring",41.4995378121403,-68.9016848272907,-0.00505119517713909,0.000896760770465314
"atlantic herring",2016,"Spring",41.9670828807959,-70.8753687266227,-0.00505119517713909,0.000896760770465314
"atlantic herring",2017,"Spring",41.7066792240102,-69.5989322860474,-0.00505119517713909,0.000896760770465314
"atlantic herring",2018,"Spring",41.261950000924,-70.9634740483307,-0.00505119517713909,0.000896760770465314
"atlantic herring",2019,"Spring",41.9053316069387,-68.0952957955364,-0.00505119517713909,0.000896760770465314
"atlantic herring",2010,"Fall",42.1464809763346,-68.6798644662288,-0.0042458716397314,0.00709768018465113
"atlantic herring",2011,"Fall",43.4699559001437,-67.910236595033,-0.0042458716397314,0.00709768018465113
"atlantic herring",2012,"Fall",42.8821984395788,-68.4664509486837,-0.0042458716397314,0.00709768018465113
"atlantic herring",2013,"Fall",42.7294990022328,-68.9859614610016,-0.0042458716397314,0.00709768018465113
"atlantic herring",2014,"Fall",42.4069679454243,-68.95015392915,-0.0042458716397314,0.00709768018465113
"atlantic herring",2015,"Fall",42.386118226585,-68.9815111608335,-0.0042458716397314,0.00709768018465113
"atlantic herring",2016,"Fall",42.3042438351401,-68.6121350268999,-0.0042458716397314,0.00709768018465113
"atlantic herring",2017,"Fall",42.2422787252525,-69.9970569588237,-0.0042458716397314,0.00709768018465113
"atlantic herring",2018,"Fall",41.6455033652776,-69.1889393610357,-0.0042458716397314,0.00709768018465113
"atlantic herring",2019,"Fall",42.073317171449,-69.2122498622046,-0.0042458716397314,0.00709768018465113
"atlantic mackerel",2010,"Spring",38.5828375266284,-73.0082894460307,0.0309221101639835,0.0374202340123123
"atlantic mackerel",2011,"Spring",38.7937443565725,-73.1637030454171,0.0309221101639835,0.0374202340123123
"atlantic mackerel",2012,"Spring",42.4012562573371,-68.3146744251701,0.0309221101639835,0.0374202340123123
"atlantic mackerel",2013,"Spring",40.7584669063578,-69.9674645219658,0.0309221101639835,0.0374202340123123
"atlantic mackerel",2014,"Spring",40.745391216429,-70.4604776426477,0.0309221101639835,0.0374202340123123
"atlantic mackerel",2015,"Spring",42.637699630915,-67.4577236885933,0.0309221101639835,0.0374202340123123
"atlantic mackerel",2016,"Spring",40.9203460463715,-70.1051356129788,0.0309221101639835,0.0374202340123123
"atlantic mackerel",2017,"Spring",41.1531039673785,-69.2496225521674,0.0309221101639835,0.0374202340123123
"atlantic mackerel",2018,"Spring",39.8538873255011,-72.1516433656727,0.0309221101639835,0.0374202340123123
"atlantic mackerel",2019,"Spring",40.9810482334372,-69.9671380616278,0.0309221101639835,0.0374202340123123
"atlantic mackerel",2010,"Fall",43.2399044427678,-68.636224996514,0.0202520561981827,0.0250959245082344
"atlantic mackerel",2011,"Fall",43.2924703730413,-67.1002715879893,0.0202520561981827,0.0250959245082344
"atlantic mackerel",2012,"Fall",42.4478797637127,-69.3819376922751,0.0202520561981827,0.0250959245082344
"atlantic mackerel",2013,"Fall",43.8381825471543,-67.5265538842107,0.0202520561981827,0.0250959245082344
"atlantic mackerel",2014,"Fall",42.1536107340576,-68.3727270415118,0.0202520561981827,0.0250959245082344
"atlantic mackerel",2015,"Fall",42.2015550227909,-67.7973930659681,0.0202520561981827,0.0250959245082344
"atlantic mackerel",2016,"Fall",42.1033853491457,-68.4419619229188,0.0202520561981827,0.0250959245082344
"atlantic mackerel",2017,"Fall",42.0501793398248,-68.9393145857613,0.0202520561981827,0.0250959245082344
"atlantic mackerel",2018,"Fall",41.6559622708345,-69.6130448524906,0.0202520561981827,0.0250959245082344
"atlantic mackerel",2019,"Fall",41.8017922808542,-69.8648409712297,0.0202520561981827,0.0250959245082344
"atlantic sharpnose shark",2012,"Fall",35.83886,-75.041772,-0.0196698929132332,0.0081415946935219
"atlantic sharpnose shark",2014,"Fall",35.68113,-75.108243,-0.0196698929132332,0.0081415946935219
"atlantic sharpnose shark",2015,"Fall",37.014352,-75.507832,-0.0196698929132332,0.0081415946935219
"black sea bass",2010,"Spring",38.7330293010139,-73.1274413583148,0.0528100816007499,0.0419890846867524
"black sea bass",2011,"Spring",38.7014830611204,-73.1791864199465,0.0528100816007499,0.0419890846867524
"black sea bass",2012,"Spring",39.215375746508,-72.9817888039749,0.0528100816007499,0.0419890846867524
"black sea bass",2013,"Spring",38.7633180362542,-73.1370683851239,0.0528100816007499,0.0419890846867524
"black sea bass",2014,"Spring",39.447569458939,-72.503025988684,0.0528100816007499,0.0419890846867524
"black sea bass",2015,"Spring",39.3024450209783,-72.8231648784889,0.0528100816007499,0.0419890846867524
"black sea bass",2016,"Spring",40.4769251753195,-71.8308997416333,0.0528100816007499,0.0419890846867524
"black sea bass",2017,"Spring",39.2376066933371,-72.6270269151156,0.0528100816007499,0.0419890846867524
"black sea bass",2018,"Spring",38.5170132718549,-73.505846064522,0.0528100816007499,0.0419890846867524
"black sea bass",2019,"Spring",39.194095773216,-72.7700513811584,0.0528100816007499,0.0419890846867524
"black sea bass",2010,"Fall",40.1525471107617,-71.9081958211366,0.0584746837758093,0.0469579165387912
"black sea bass",2011,"Fall",38.6031285548647,-74.0713753162964,0.0584746837758093,0.0469579165387912
"black sea bass",2012,"Fall",38.5785060217038,-74.2218665643487,0.0584746837758093,0.0469579165387912
"black sea bass",2013,"Fall",41.0468229543586,-71.014414499456,0.0584746837758093,0.0469579165387912
"black sea bass",2014,"Fall",40.5807040938038,-72.0030062660628,0.0584746837758093,0.0469579165387912
"black sea bass",2015,"Fall",40.058986276048,-72.5683321944599,0.0584746837758093,0.0469579165387912
"black sea bass",2016,"Fall",40.4415847620182,-71.6401134440193,0.0584746837758093,0.0469579165387912
"black sea bass",2017,"Fall",41.9660550607698,-69.911593033761,0.0584746837758093,0.0469579165387912
"black sea bass",2018,"Fall",40.6162949444138,-72.4632911081572,0.0584746837758093,0.0469579165387912
"black sea bass",2019,"Fall",39.5145387098576,-73.3193938627461,0.0584746837758093,0.0469579165387912
"bluefish",2010,"Fall",40.5372743542941,-70.8929324893221,0.00273817181695777,-0.0118674443164521
"bluefish",2011,"Fall",39.4870386326722,-72.1744451861208,0.00273817181695777,-0.0118674443164521
"bluefish",2012,"Fall",41.2291555338383,-69.5351493880371,0.00273817181695777,-0.0118674443164521
"bluefish",2013,"Fall",40.932317318816,-71.0977436390338,0.00273817181695777,-0.0118674443164521
"bluefish",2014,"Fall",40.4874060924606,-72.088236959299,0.00273817181695777,-0.0118674443164521
"bluefish",2015,"Fall",41.0975117466339,-69.6480154589099,0.00273817181695777,-0.0118674443164521
"bluefish",2016,"Fall",39.5826356976092,-72.3926228712644,0.00273817181695777,-0.0118674443164521
"bluefish",2018,"Fall",39.7775197103584,-73.6057497593078,0.00273817181695777,-0.0118674443164521
"bluefish",2019,"Fall",40.6258473563408,-69.3350151317636,0.00273817181695777,-0.0118674443164521
"bluefish",2010,"Spring",38.8893033760719,-72.9221953417722,0.022233325941853,0.0117447898502685
"bluefish",2011,"Spring",36.8484364160014,-74.611902227774,0.022233325941853,0.0117447898502685
"bluefish",2012,"Spring",37.5523073097062,-74.5337102986089,0.022233325941853,0.0117447898502685
"bluefish",2013,"Spring",36.4228187778456,-74.7103303995164,0.022233325941853,0.0117447898502685
"bluefish",2015,"Spring",36.1144106580993,-74.8979225059155,0.022233325941853,0.0117447898502685
"bluefish",2016,"Spring",37.8114058957065,-74.2836182819908,0.022233325941853,0.0117447898502685
"bluefish",2017,"Spring",38.9312135952712,-72.932016152544,0.022233325941853,0.0117447898502685
"bluefish",2018,"Spring",36.2719335432908,-74.790657816543,0.022233325941853,0.0117447898502685
"bluefish",2019,"Spring",36.7916549283679,-74.6647324297012,0.022233325941853,0.0117447898502685
"butterfish",2010,"Spring",37.6977122162559,-73.657088401806,0.0144641915432966,0.0221864220618045
"butterfish",2011,"Spring",39.3332231259693,-71.6422366826697,0.0144641915432966,0.0221864220618045
"butterfish",2012,"Spring",39.9328606565585,-70.9050161415689,0.0144641915432966,0.0221864220618045
"butterfish",2013,"Spring",39.7432732793948,-70.8736348896505,0.0144641915432966,0.0221864220618045
"butterfish",2014,"Spring",39.602403965536,-71.8232129461768,0.0144641915432966,0.0221864220618045
"butterfish",2015,"Spring",39.7319940987325,-70.6976992211076,0.0144641915432966,0.0221864220618045
"butterfish",2016,"Spring",39.9582282855999,-70.9651052266664,0.0144641915432966,0.0221864220618045
"butterfish",2017,"Spring",38.7785128791026,-72.5256274938202,0.0144641915432966,0.0221864220618045
"butterfish",2018,"Spring",39.6684954603453,-71.2726238552955,0.0144641915432966,0.0221864220618045
"butterfish",2019,"Spring",37.0445175242024,-73.611639108072,0.0144641915432966,0.0221864220618045
"butterfish",2010,"Fall",38.2050525160426,-73.1532340957617,0.00302291766016419,0.00675178596873121
"butterfish",2011,"Fall",37.8303121751618,-73.4251834919809,0.00302291766016419,0.00675178596873121
"butterfish",2012,"Fall",41.1227316742409,-69.4440892403507,0.00302291766016419,0.00675178596873121
"butterfish",2013,"Fall",38.5039880777794,-72.3542241997472,0.00302291766016419,0.00675178596873121
"butterfish",2014,"Fall",39.9047106377884,-71.5268205951619,0.00302291766016419,0.00675178596873121
"butterfish",2015,"Fall",38.7725316916419,-72.2638140956343,0.00302291766016419,0.00675178596873121
"butterfish",2016,"Fall",41.2646945827222,-70.2471703868719,0.00302291766016419,0.00675178596873121
"butterfish",2017,"Fall",42.4280588282554,-69.2697846316551,0.00302291766016419,0.00675178596873121
"butterfish",2018,"Fall",37.1547059507548,-74.0645456722733,0.00302291766016419,0.00675178596873121
"butterfish",2019,"Fall",38.9585771863935,-72.1823709044408,0.00302291766016419,0.00675178596873121
"fawn cusk-eel",2010,"Spring",39.2035649241507,-71.9286034631593,0.00172558298497163,0.00581846977259255
"fawn cusk-eel",2011,"Spring",40.2040376409697,-69.3103300138971,0.00172558298497163,0.00581846977259255
"fawn cusk-eel",2012,"Spring",39.9834499333285,-71.2193810908343,0.00172558298497163,0.00581846977259255
"fawn cusk-eel",2013,"Spring",39.4944976898942,-70.5801623456464,0.00172558298497163,0.00581846977259255
"fawn cusk-eel",2014,"Spring",39.5920264164495,-71.4219629694454,0.00172558298497163,0.00581846977259255
"fawn cusk-eel",2015,"Spring",39.684676419772,-70.1894924886815,0.00172558298497163,0.00581846977259255
"fawn cusk-eel",2016,"Spring",40.024009249895,-70.4541293136198,0.00172558298497163,0.00581846977259255
"fawn cusk-eel",2017,"Spring",39.6523219373182,-70.1046231146111,0.00172558298497163,0.00581846977259255
"fawn cusk-eel",2018,"Spring",39.8368708146393,-71.1033871734152,0.00172558298497163,0.00581846977259255
"fawn cusk-eel",2019,"Spring",39.3747281539088,-72.0593204559049,0.00172558298497163,0.00581846977259255
"fawn cusk-eel",2010,"Fall",40.1853204396677,-69.9011660870796,-0.00575202525717506,0.00265867168802336
"fawn cusk-eel",2011,"Fall",39.4381665159843,-71.1855220581791,-0.00575202525717506,0.00265867168802336
"fawn cusk-eel",2012,"Fall",39.7507012796622,-70.6220378431338,-0.00575202525717506,0.00265867168802336
"fawn cusk-eel",2013,"Fall",39.4081868260526,-71.5298424543551,-0.00575202525717506,0.00265867168802336
"fawn cusk-eel",2014,"Fall",39.776764971889,-70.5838595308395,-0.00575202525717506,0.00265867168802336
"fawn cusk-eel",2015,"Fall",39.4843001012571,-71.6285942939582,-0.00575202525717506,0.00265867168802336
"fawn cusk-eel",2016,"Fall",39.0005960540264,-71.7363951626952,-0.00575202525717506,0.00265867168802336
"fawn cusk-eel",2017,"Fall",40.6529686101248,-67.3062730101368,-0.00575202525717506,0.00265867168802336
"fawn cusk-eel",2018,"Fall",39.5058988247231,-71.4875487265817,-0.00575202525717506,0.00265867168802336
"fawn cusk-eel",2019,"Fall",39.5662465710975,-71.7571031951078,-0.00575202525717506,0.00265867168802336
"fourspot flounder",2010,"Spring",40.0590631553343,-70.1748252769586,0.00116703267334636,0.0222268999382773
"fourspot flounder",2011,"Spring",39.8889300729767,-70.5561509537444,0.00116703267334636,0.0222268999382773
"fourspot flounder",2012,"Spring",40.0834041977471,-70.8535164449225,0.00116703267334636,0.0222268999382773
"fourspot flounder",2013,"Spring",40.2212522520491,-69.1441331366871,0.00116703267334636,0.0222268999382773
"fourspot flounder",2014,"Spring",40.142776576769,-70.2554759953369,0.00116703267334636,0.0222268999382773
"fourspot flounder",2015,"Spring",40.074490034035,-70.1369605132564,0.00116703267334636,0.0222268999382773
"fourspot flounder",2016,"Spring",39.3711651721985,-71.4052331068205,0.00116703267334636,0.0222268999382773
"fourspot flounder",2017,"Spring",40.3129059765966,-68.9679189116578,0.00116703267334636,0.0222268999382773
"fourspot flounder",2018,"Spring",39.9236497396827,-69.3888663577278,0.00116703267334636,0.0222268999382773
"fourspot flounder",2019,"Spring",40.2792132159308,-69.2709074743684,0.00116703267334636,0.0222268999382773
"fourspot flounder",2010,"Fall",40.3578281971802,-69.9231331974633,0.00524119957113639,0.0287467810996061
"fourspot flounder",2011,"Fall",39.8717715388233,-70.9340734058011,0.00524119957113639,0.0287467810996061
"fourspot flounder",2012,"Fall",40.1353413051445,-70.8947164788584,0.00524119957113639,0.0287467810996061
"fourspot flounder",2013,"Fall",40.3021499602217,-70.5447036387841,0.00524119957113639,0.0287467810996061
"fourspot flounder",2014,"Fall",40.0580754737176,-70.844350094322,0.00524119957113639,0.0287467810996061
"fourspot flounder",2015,"Fall",40.4101643125585,-69.958399104741,0.00524119957113639,0.0287467810996061
"fourspot flounder",2016,"Fall",40.0376677845172,-70.4390994480437,0.00524119957113639,0.0287467810996061
"fourspot flounder",2017,"Fall",41.6178194954101,-67.1274065096971,0.00524119957113639,0.0287467810996061
"fourspot flounder",2018,"Fall",40.2689535271287,-70.337734258994,0.00524119957113639,0.0287467810996061
"fourspot flounder",2019,"Fall",40.2922389615257,-69.9402021126749,0.00524119957113639,0.0287467810996061
"goosefish",2010,"Spring",41.1866266949477,-69.9881502354304,0.0346508684085423,0.0454245188874405
"goosefish",2011,"Spring",39.9712309646445,-71.0949490724948,0.0346508684085423,0.0454245188874405
"goosefish",2012,"Spring",39.8469594399422,-71.712323148719,0.0346508684085423,0.0454245188874405
"goosefish",2013,"Spring",40.896712506481,-69.2746062613746,0.0346508684085423,0.0454245188874405
"goosefish",2014,"Spring",41.0571194295858,-70.0823107601682,0.0346508684085423,0.0454245188874405
"goosefish",2015,"Spring",41.375305590244,-69.3525897230816,0.0346508684085423,0.0454245188874405
"goosefish",2016,"Spring",41.0909604162667,-70.0176467879579,0.0346508684085423,0.0454245188874405
"goosefish",2017,"Spring",40.9381051395985,-69.210718685004,0.0346508684085423,0.0454245188874405
"goosefish",2018,"Spring",41.5372001428244,-68.4033597941435,0.0346508684085423,0.0454245188874405
"goosefish",2019,"Spring",41.486307787371,-69.2933647349083,0.0346508684085423,0.0454245188874405
"goosefish",2010,"Fall",41.3733964409476,-70.3285888117032,0.0103198882800116,0.0164861252238175
"goosefish",2011,"Fall",41.5819318857742,-70.0504249969464,0.0103198882800116,0.0164861252238175
"goosefish",2012,"Fall",41.57398152776,-69.7487423341221,0.0103198882800116,0.0164861252238175
"goosefish",2013,"Fall",41.6990935897707,-70.0272171553588,0.0103198882800116,0.0164861252238175
"goosefish",2014,"Fall",41.6821772086263,-69.9768279810904,0.0103198882800116,0.0164861252238175
"goosefish",2015,"Fall",42.0871860686631,-69.1488812985645,0.0103198882800116,0.0164861252238175
"goosefish",2016,"Fall",42.1316747800745,-69.2827680008831,0.0103198882800116,0.0164861252238175
"goosefish",2017,"Fall",42.1508010775592,-67.6516120903026,0.0103198882800116,0.0164861252238175
"goosefish",2018,"Fall",42.0441378520817,-69.2603931233524,0.0103198882800116,0.0164861252238175
"goosefish",2019,"Fall",41.8498122786712,-69.1130696036375,0.0103198882800116,0.0164861252238175
"gulf stream flounder",2010,"Spring",40.1368544108146,-71.0033186311801,-0.00377230332973552,-0.010164022713374
"gulf stream flounder",2011,"Spring",40.1058416015396,-71.2948232046538,-0.00377230332973552,-0.010164022713374
"gulf stream flounder",2012,"Spring",40.2512352896108,-71.5282453254555,-0.00377230332973552,-0.010164022713374
"gulf stream flounder",2013,"Spring",39.7560187025102,-71.6820472426729,-0.00377230332973552,-0.010164022713374
"gulf stream flounder",2014,"Spring",39.9624845387305,-71.0618181286823,-0.00377230332973552,-0.010164022713374
"gulf stream flounder",2015,"Spring",40.0887442942585,-71.5219306430706,-0.00377230332973552,-0.010164022713374
"gulf stream flounder",2016,"Spring",39.981120570827,-70.9708877235631,-0.00377230332973552,-0.010164022713374
"gulf stream flounder",2017,"Spring",40.0530540907892,-70.9892503920577,-0.00377230332973552,-0.010164022713374
"gulf stream flounder",2018,"Spring",40.0279367018206,-71.1163460823706,-0.00377230332973552,-0.010164022713374
"gulf stream flounder",2019,"Spring",40.0807555832181,-71.2109770779477,-0.00377230332973552,-0.010164022713374
"gulf stream flounder",2010,"Fall",40.2752218893235,-70.6551481918417,0.00191674640533392,-0.000767881551498565
"gulf stream flounder",2011,"Fall",40.3388406646137,-70.9452806777215,0.00191674640533392,-0.000767881551498565
"gulf stream flounder",2012,"Fall",40.4720020178733,-71.2509064328739,0.00191674640533392,-0.000767881551498565
"gulf stream flounder",2013,"Fall",40.1578303713665,-70.8304073863424,0.00191674640533392,-0.000767881551498565
"gulf stream flounder",2014,"Fall",40.2655315727256,-71.4032819529456,0.00191674640533392,-0.000767881551498565
"gulf stream flounder",2015,"Fall",39.3694536725364,-71.8079304394796,0.00191674640533392,-0.000767881551498565
"gulf stream flounder",2016,"Fall",40.3928889734675,-71.1074663054759,0.00191674640533392,-0.000767881551498565
"gulf stream flounder",2017,"Fall",40.7539199250228,-67.2490862547525,0.00191674640533392,-0.000767881551498565
