"comname","est_year","season","COGy","COGx","slopeLat","slopeLon"
"acadian redfish",1983,"Fall",42.9803620230228,-69.4299948873808,-0.00238078153009878,-0.00413833267713698
"acadian redfish",1984,"Fall",43.1192879661381,-68.2643325570156,-0.00238078153009878,-0.00413833267713698
"acadian redfish",1985,"Fall",42.6883376080872,-68.4663677212812,-0.00238078153009878,-0.00413833267713698
"acadian redfish",1986,"Fall",42.831088071628,-68.6192568181055,-0.00238078153009878,-0.00413833267713698
"acadian redfish",1987,"Fall",42.9797486375375,-67.992401499907,-0.00238078153009878,-0.00413833267713698
"acadian redfish",1988,"Fall",43.1281777888282,-67.8581515460013,-0.00238078153009878,-0.00413833267713698
"acadian redfish",1989,"Fall",42.8120735972829,-67.7751703644101,-0.00238078153009878,-0.00413833267713698
"acadian redfish",1990,"Fall",42.5810278581156,-69.0883826753692,-0.00238078153009878,-0.00413833267713698
"acadian redfish",1991,"Fall",43.1688922798992,-67.8129055650201,-0.00238078153009878,-0.00413833267713698
"acadian redfish",1992,"Fall",42.8679275175593,-67.8590736508647,-0.00238078153009878,-0.00413833267713698
"acadian redfish",1993,"Fall",42.8174980577126,-67.8533762162461,-0.00238078153009878,-0.00413833267713698
"acadian redfish",1994,"Fall",43.1148775646669,-67.9443216860851,-0.00238078153009878,-0.00413833267713698
"acadian redfish",1995,"Fall",42.9404742837343,-69.1582562122268,-0.00238078153009878,-0.00413833267713698
"acadian redfish",1996,"Fall",42.7166881488845,-68.6509618959211,-0.00238078153009878,-0.00413833267713698
"acadian redfish",1997,"Fall",42.8056275750484,-68.3245447119739,-0.00238078153009878,-0.00413833267713698
"acadian redfish",1998,"Fall",42.6692129965129,-68.3978813119186,-0.00238078153009878,-0.00413833267713698
"acadian redfish",1999,"Fall",42.691299811014,-69.348070279422,-0.00238078153009878,-0.00413833267713698
"acadian redfish",2000,"Fall",42.959958475566,-68.8086700599312,-0.00238078153009878,-0.00413833267713698
"acadian redfish",2001,"Fall",42.6582625189322,-68.6596017129003,-0.00238078153009878,-0.00413833267713698
"acadian redfish",2002,"Fall",42.990290300168,-68.9110013527685,-0.00238078153009878,-0.00413833267713698
"acadian redfish",2003,"Fall",42.5380901740685,-69.3496355884899,-0.00238078153009878,-0.00413833267713698
"acadian redfish",2004,"Fall",42.8872754389592,-68.0695181040616,-0.00238078153009878,-0.00413833267713698
"acadian redfish",2005,"Fall",42.7642609742728,-68.3811390203481,-0.00238078153009878,-0.00413833267713698
"acadian redfish",2006,"Fall",42.5853680247225,-68.852116428444,-0.00238078153009878,-0.00413833267713698
"acadian redfish",2007,"Fall",42.8711770137321,-68.5524908585097,-0.00238078153009878,-0.00413833267713698
"acadian redfish",2008,"Fall",42.7776835543071,-68.5448151851928,-0.00238078153009878,-0.00413833267713698
"alewife",1970,"Spring",39.8776808896469,-72.1862189697161,0.0486661698189712,0.0521170003588411
"alewife",1971,"Spring",40.2377400587197,-70.6119803192831,0.0486661698189712,0.0521170003588411
"alewife",1972,"Spring",40.7784304564095,-71.4746369536466,0.0486661698189712,0.0521170003588411
"alewife",1973,"Spring",40.1878773220125,-71.6455225679938,0.0486661698189712,0.0521170003588411
"alewife",1974,"Spring",40.7010652180763,-71.8247854306907,0.0486661698189712,0.0521170003588411
"alewife",1975,"Spring",41.0109546995822,-70.7305457148452,0.0486661698189712,0.0521170003588411
"alewife",1976,"Spring",40.8871538192841,-71.0709966718282,0.0486661698189712,0.0521170003588411
"alewife",1977,"Spring",40.4087283153236,-70.5546089775122,0.0486661698189712,0.0521170003588411
"alewife",1978,"Spring",40.2835739045194,-71.057161490194,0.0486661698189712,0.0521170003588411
"alewife",1979,"Spring",40.1004187129958,-71.7536022227032,0.0486661698189712,0.0521170003588411
"alewife",1980,"Spring",39.7644067887961,-72.3547960174185,0.0486661698189712,0.0521170003588411
"alewife",1981,"Spring",39.8172822507529,-72.1786837846107,0.0486661698189712,0.0521170003588411
"alewife",1982,"Spring",39.968769370372,-72.0332579895731,0.0486661698189712,0.0521170003588411
"alewife",1983,"Spring",39.8112890354819,-72.3029845590058,0.0486661698189712,0.0521170003588411
"alewife",1984,"Spring",39.260872890886,-73.5378447291029,0.0486661698189712,0.0521170003588411
"alewife",1985,"Spring",40.7352484338646,-71.262912877049,0.0486661698189712,0.0521170003588411
"alewife",1986,"Spring",40.6565305004798,-71.3903827648093,0.0486661698189712,0.0521170003588411
"alewife",1987,"Spring",40.6625799966423,-71.3437581072022,0.0486661698189712,0.0521170003588411
"alewife",1988,"Spring",40.6508131163459,-71.3032723537847,0.0486661698189712,0.0521170003588411
"alewife",1989,"Spring",40.9154286470672,-70.7819798720302,0.0486661698189712,0.0521170003588411
"alewife",1990,"Spring",42.0451045431725,-69.1429759033391,0.0486661698189712,0.0521170003588411
"alewife",1991,"Spring",40.2552595312545,-71.8491991793425,0.0486661698189712,0.0521170003588411
"alewife",1992,"Spring",40.8512821951732,-70.3626414602368,0.0486661698189712,0.0521170003588411
"alewife",1993,"Spring",40.1860435878547,-71.9583283847416,0.0486661698189712,0.0521170003588411
"alewife",1994,"Spring",41.1681163294111,-70.0037667910772,0.0486661698189712,0.0521170003588411
"alewife",1995,"Spring",41.2185446425663,-70.3707499365052,0.0486661698189712,0.0521170003588411
"alewife",1996,"Spring",40.7408595296901,-70.9724038159064,0.0486661698189712,0.0521170003588411
"alewife",1997,"Spring",40.8150974833549,-70.9461942027059,0.0486661698189712,0.0521170003588411
"alewife",1998,"Spring",41.4671748653424,-70.4156766669103,0.0486661698189712,0.0521170003588411
"alewife",1999,"Spring",40.5024665454648,-70.4496608238833,0.0486661698189712,0.0521170003588411
"alewife",2000,"Spring",42.5402595333242,-69.997708955168,0.0486661698189712,0.0521170003588411
"alewife",2001,"Spring",41.0851674907107,-69.9808449770205,0.0486661698189712,0.0521170003588411
"alewife",2002,"Spring",41.6048137037683,-69.7987985834693,0.0486661698189712,0.0521170003588411
"alewife",2003,"Spring",41.0741105882237,-70.4816870277228,0.0486661698189712,0.0521170003588411
"alewife",2004,"Spring",41.1209938992458,-71.0695344863344,0.0486661698189712,0.0521170003588411
"alewife",2005,"Spring",40.7144302023771,-71.3741213235306,0.0486661698189712,0.0521170003588411
"alewife",2006,"Spring",42.2254547957213,-70.0879467074597,0.0486661698189712,0.0521170003588411
"alewife",2007,"Spring",41.5699792627797,-70.1737009579757,0.0486661698189712,0.0521170003588411
"alewife",2008,"Spring",41.541839301528,-70.5926613799077,0.0486661698189712,0.0521170003588411
"alewife",1970,"Fall",41.9020341922479,-68.4462252782656,0.00765252917180508,-0.0031845282424041
"alewife",1971,"Fall",43.4856686418425,-68.4996758131083,0.00765252917180508,-0.0031845282424041
"alewife",1972,"Fall",43.1418162850091,-68.376252490871,0.00765252917180508,-0.0031845282424041
"alewife",1973,"Fall",43.135914214598,-67.3000973581917,0.00765252917180508,-0.0031845282424041
"alewife",1974,"Fall",43.4198399041659,-69.4662829541103,0.00765252917180508,-0.0031845282424041
"alewife",1975,"Fall",42.7485938971727,-69.3410956511977,0.00765252917180508,-0.0031845282424041
"alewife",1976,"Fall",43.7493869024022,-68.4368158837069,0.00765252917180508,-0.0031845282424041
"alewife",1977,"Fall",42.4803100665813,-69.7861429257362,0.00765252917180508,-0.0031845282424041
"alewife",1978,"Fall",43.3055870220821,-69.5326831205379,0.00765252917180508,-0.0031845282424041
"alewife",1979,"Fall",42.0522628775079,-69.7945718320391,0.00765252917180508,-0.0031845282424041
"alewife",1980,"Fall",42.2180630240623,-70.5549588913027,0.00765252917180508,-0.0031845282424041
"alewife",1981,"Fall",42.4069441577882,-70.1352198961855,0.00765252917180508,-0.0031845282424041
"alewife",1982,"Fall",42.94501707468,-69.976049637198,0.00765252917180508,-0.0031845282424041
"alewife",1983,"Fall",42.4982537595238,-67.6526588261905,0.00765252917180508,-0.0031845282424041
"alewife",1984,"Fall",43.2382202932039,-68.8280583902913,0.00765252917180508,-0.0031845282424041
"alewife",1985,"Fall",42.2619386242226,-70.3286563793486,0.00765252917180508,-0.0031845282424041
"alewife",1986,"Fall",43.1770824991902,-67.9552843383328,0.00765252917180508,-0.0031845282424041
"alewife",1987,"Fall",43.0330121032035,-68.5162432097104,0.00765252917180508,-0.0031845282424041
"alewife",1988,"Fall",43.9459960997398,-68.0929603842151,0.00765252917180508,-0.0031845282424041
"alewife",1989,"Fall",43.5893206456311,-68.2639160048544,0.00765252917180508,-0.0031845282424041
"alewife",1990,"Fall",43.9213893988006,-67.5897302728636,0.00765252917180508,-0.0031845282424041
"alewife",1991,"Fall",43.7967717566225,-68.3018766407285,0.00765252917180508,-0.0031845282424041
"alewife",1992,"Fall",43.5660559657855,-67.1686068082496,0.00765252917180508,-0.0031845282424041
"alewife",1993,"Fall",43.9772489825243,-67.7705826135922,0.00765252917180508,-0.0031845282424041
"alewife",1994,"Fall",41.1050561247333,-70.0206123700042,0.00765252917180508,-0.0031845282424041
"alewife",1995,"Fall",43.3756980838595,-68.5670521337889,0.00765252917180508,-0.0031845282424041
"alewife",1996,"Fall",41.3199076166667,-68.4333795472222,0.00765252917180508,-0.0031845282424041
"alewife",1997,"Fall",43.1480370813303,-68.7398986963995,0.00765252917180508,-0.0031845282424041
"alewife",1998,"Fall",42.5565734204122,-68.9484234903326,0.00765252917180508,-0.0031845282424041
"alewife",1999,"Fall",43.4182660229451,-68.1043759833435,0.00765252917180508,-0.0031845282424041
"alewife",2000,"Fall",43.3067538407063,-68.7777271587944,0.00765252917180508,-0.0031845282424041
"alewife",2001,"Fall",42.502409229051,-67.959421478029,0.00765252917180508,-0.0031845282424041
"alewife",2002,"Fall",43.6069011177105,-68.1569574349894,0.00765252917180508,-0.0031845282424041
"alewife",2003,"Fall",43.1725538627846,-69.4839320462677,0.00765252917180508,-0.0031845282424041
"alewife",2004,"Fall",43.324366603798,-69.1253372893444,0.00765252917180508,-0.0031845282424041
"alewife",2005,"Fall",43.9021099993382,-67.9572464643849,0.00765252917180508,-0.0031845282424041
"alewife",2006,"Fall",43.7035013734864,-68.6481295963834,0.00765252917180508,-0.0031845282424041
"alewife",2007,"Fall",43.5912543204433,-68.4983627859671,0.00765252917180508,-0.0031845282424041
"alewife",2008,"Fall",43.215363957945,-69.2896495502759,0.00765252917180508,-0.0031845282424041
"american plaice",1970,"Spring",42.7242853192063,-69.3718238732203,0.000420315862661534,-0.0120656688106382
"american plaice",1971,"Spring",42.7806462763516,-68.1777569056584,0.000420315862661534,-0.0120656688106382
"american plaice",1972,"Spring",42.5505933725736,-69.0158185298542,0.000420315862661534,-0.0120656688106382
"american plaice",1973,"Spring",42.9184203038464,-69.1445145802537,0.000420315862661534,-0.0120656688106382
"american plaice",1974,"Spring",42.5895817544466,-69.5321025733912,0.000420315862661534,-0.0120656688106382
"american plaice",1975,"Spring",42.4397889166783,-69.9730349370203,0.000420315862661534,-0.0120656688106382
"american plaice",1976,"Spring",42.8777480529209,-69.56750288558,0.000420315862661534,-0.0120656688106382
"american plaice",1977,"Spring",43.2047758036461,-69.2112240547636,0.000420315862661534,-0.0120656688106382
"american plaice",1978,"Spring",43.0569871145186,-69.1699903724406,0.000420315862661534,-0.0120656688106382
"american plaice",1979,"Spring",43.1982480462651,-69.5401090722694,0.000420315862661534,-0.0120656688106382
"american plaice",1980,"Spring",42.7698627974042,-69.7626311189577,0.000420315862661534,-0.0120656688106382
"american plaice",1981,"Spring",43.1657478193711,-69.1362388263321,0.000420315862661534,-0.0120656688106382
"american plaice",1982,"Spring",42.5642554864927,-69.6236098828998,0.000420315862661534,-0.0120656688106382
"american plaice",1983,"Spring",42.6403444928292,-69.9296872824291,0.000420315862661534,-0.0120656688106382
"american plaice",1984,"Spring",42.6958760466462,-69.4334337686888,0.000420315862661534,-0.0120656688106382
"american plaice",1985,"Spring",42.6793345848825,-69.1968484215898,0.000420315862661534,-0.0120656688106382
"american plaice",1986,"Spring",42.5793904411108,-69.5538624645602,0.000420315862661534,-0.0120656688106382
"american plaice",1987,"Spring",42.8168699615916,-69.3313004172882,0.000420315862661534,-0.0120656688106382
"american plaice",1988,"Spring",42.8462101794617,-69.3601266771922,0.000420315862661534,-0.0120656688106382
"american plaice",1989,"Spring",42.7235696746533,-69.4850600787071,0.000420315862661534,-0.0120656688106382
"american plaice",1990,"Spring",42.6388111505032,-69.6273357069051,0.000420315862661534,-0.0120656688106382
"american plaice",1991,"Spring",42.7210733215835,-69.8419571657256,0.000420315862661534,-0.0120656688106382
"american plaice",1992,"Spring",42.6337681199235,-69.6658522833444,0.000420315862661534,-0.0120656688106382
"american plaice",1993,"Spring",42.6752761564012,-69.4960891749649,0.000420315862661534,-0.0120656688106382
"american plaice",1994,"Spring",42.833945902143,-69.7042406348174,0.000420315862661534,-0.0120656688106382
"american plaice",1995,"Spring",42.7369377139544,-69.5928098758262,0.000420315862661534,-0.0120656688106382
"american plaice",1996,"Spring",42.7086862062812,-69.7828634104071,0.000420315862661534,-0.0120656688106382
"american plaice",1997,"Spring",42.4669971083824,-69.7435718383357,0.000420315862661534,-0.0120656688106382
"american plaice",1998,"Spring",42.5825692805321,-69.8151075072038,0.000420315862661534,-0.0120656688106382
"american plaice",1999,"Spring",42.5392048626423,-69.675991550682,0.000420315862661534,-0.0120656688106382
"american plaice",2000,"Spring",42.6566453735301,-68.9947275091211,0.000420315862661534,-0.0120656688106382
"american plaice",2001,"Spring",42.6652273285466,-70.0933907234262,0.000420315862661534,-0.0120656688106382
"american plaice",2002,"Spring",42.8441786983974,-69.5673658056301,0.000420315862661534,-0.0120656688106382
"american plaice",2003,"Spring",42.7683123450834,-69.5053765842735,0.000420315862661534,-0.0120656688106382
"american plaice",2004,"Spring",42.5169816024527,-70.1792599288357,0.000420315862661534,-0.0120656688106382
"american plaice",2005,"Spring",42.537758111867,-69.9943468351661,0.000420315862661534,-0.0120656688106382
"american plaice",2006,"Spring",42.60400942446,-69.9022109394822,0.000420315862661534,-0.0120656688106382
"american plaice",2007,"Spring",42.6013945334383,-69.6436389401722,0.000420315862661534,-0.0120656688106382
"american plaice",2008,"Spring",42.7766459525257,-69.7289716493942,0.000420315862661534,-0.0120656688106382
"american plaice",1970,"Fall",42.7898105345878,-68.8445412865201,0.00167444356048842,-0.00180066303700489
"american plaice",1971,"Fall",42.6233574878468,-68.6652025473387,0.00167444356048842,-0.00180066303700489
"american plaice",1972,"Fall",42.6164358252209,-69.3054614906777,0.00167444356048842,-0.00180066303700489
"american plaice",1973,"Fall",42.7485735514993,-68.9006518571234,0.00167444356048842,-0.00180066303700489
"american plaice",1974,"Fall",42.5566097819082,-69.9269764630293,0.00167444356048842,-0.00180066303700489
"american plaice",1975,"Fall",42.500627938698,-69.5621081210154,0.00167444356048842,-0.00180066303700489
"american plaice",1976,"Fall",42.5493431928928,-69.7883092507818,0.00167444356048842,-0.00180066303700489
"american plaice",1977,"Fall",42.5408798681707,-69.5112932582178,0.00167444356048842,-0.00180066303700489
"american plaice",1978,"Fall",42.8953704563814,-69.2259758046609,0.00167444356048842,-0.00180066303700489
"american plaice",1979,"Fall",42.8572353785667,-69.4609679128722,0.00167444356048842,-0.00180066303700489
"american plaice",1980,"Fall",42.6804496432274,-69.2764922831644,0.00167444356048842,-0.00180066303700489
"american plaice",1981,"Fall",42.7737696735608,-69.2704730974334,0.00167444356048842,-0.00180066303700489
"american plaice",1982,"Fall",42.4513498946602,-68.8031096060074,0.00167444356048842,-0.00180066303700489
"american plaice",1983,"Fall",42.7976734593972,-69.5419286919479,0.00167444356048842,-0.00180066303700489
"american plaice",1984,"Fall",42.6350159193407,-69.8064838989397,0.00167444356048842,-0.00180066303700489
"american plaice",1985,"Fall",42.7156626489572,-69.5301746677703,0.00167444356048842,-0.00180066303700489
"american plaice",1986,"Fall",42.7693252249573,-69.82493096807,0.00167444356048842,-0.00180066303700489
"american plaice",1987,"Fall",42.8218885741526,-69.4935823217362,0.00167444356048842,-0.00180066303700489
"american plaice",1988,"Fall",42.620812343014,-69.7135018103487,0.00167444356048842,-0.00180066303700489
"american plaice",1989,"Fall",42.4939849252749,-69.5277926109013,0.00167444356048842,-0.00180066303700489
"american plaice",1990,"Fall",42.7116179356035,-69.6594237027963,0.00167444356048842,-0.00180066303700489
"american plaice",1991,"Fall",42.6919544028442,-69.8841846807448,0.00167444356048842,-0.00180066303700489
"american plaice",1992,"Fall",42.697950584013,-69.2847490437209,0.00167444356048842,-0.00180066303700489
"american plaice",1993,"Fall",42.6919612735173,-69.322252220702,0.00167444356048842,-0.00180066303700489
"american plaice",1994,"Fall",42.6818395924536,-69.6634621712624,0.00167444356048842,-0.00180066303700489
"american plaice",1995,"Fall",42.7775450149852,-69.2476304809805,0.00167444356048842,-0.00180066303700489
"american plaice",1996,"Fall",42.6577927012339,-69.0052585929716,0.00167444356048842,-0.00180066303700489
"american plaice",1997,"Fall",42.5321012815169,-69.3735778954847,0.00167444356048842,-0.00180066303700489
"american plaice",1998,"Fall",42.3924098985223,-69.7584716487746,0.00167444356048842,-0.00180066303700489
"american plaice",1999,"Fall",42.6376614117745,-69.7743730161429,0.00167444356048842,-0.00180066303700489
"american plaice",2000,"Fall",42.3881193372925,-69.5463114641278,0.00167444356048842,-0.00180066303700489
"american plaice",2001,"Fall",42.5917257831431,-69.7213928524969,0.00167444356048842,-0.00180066303700489
"american plaice",2002,"Fall",42.4745793173654,-68.8812193756586,0.00167444356048842,-0.00180066303700489
"american plaice",2003,"Fall",41.919873340718,-68.89569842783,0.00167444356048842,-0.00180066303700489
"american plaice",2004,"Fall",42.4647084774084,-69.4959010521332,0.00167444356048842,-0.00180066303700489
"american plaice",2005,"Fall",43.0480700396994,-68.9685494724462,0.00167444356048842,-0.00180066303700489
"american plaice",2006,"Fall",42.5726920610587,-69.7723517679078,0.00167444356048842,-0.00180066303700489
"american plaice",2007,"Fall",42.5098604551542,-69.4627558320637,0.00167444356048842,-0.00180066303700489
"american plaice",2008,"Fall",42.6271590711161,-69.7149642490535,0.00167444356048842,-0.00180066303700489
"atlantic cod",1970,"Spring",42.2491963032004,-69.3379752736384,0.00969633727614948,-0.0116961851399594
"atlantic cod",1971,"Spring",41.8550742765077,-68.4449474055809,0.00969633727614948,-0.0116961851399594
"atlantic cod",1972,"Spring",41.7865621115545,-68.2817518308196,0.00969633727614948,-0.0116961851399594
"atlantic cod",1973,"Spring",41.8694468994456,-67.9755815616301,0.00969633727614948,-0.0116961851399594
"atlantic cod",1974,"Spring",41.6254325393343,-67.5762204691913,0.00969633727614948,-0.0116961851399594
"atlantic cod",1975,"Spring",41.8550597118865,-67.8600094263429,0.00969633727614948,-0.0116961851399594
"atlantic cod",1976,"Spring",41.8573142247253,-68.8878194164885,0.00969633727614948,-0.0116961851399594
"atlantic cod",1977,"Spring",42.2155219008496,-68.749634500041,0.00969633727614948,-0.0116961851399594
"atlantic cod",1978,"Spring",41.9745889216286,-67.0258993093102,0.00969633727614948,-0.0116961851399594
"atlantic cod",1979,"Spring",41.9633160141567,-67.860960142505,0.00969633727614948,-0.0116961851399594
"atlantic cod",1980,"Spring",41.5750901680428,-67.3932197031613,0.00969633727614948,-0.0116961851399594
"atlantic cod",1981,"Spring",41.9933245133355,-68.1283875912478,0.00969633727614948,-0.0116961851399594
"atlantic cod",1982,"Spring",41.9999997594449,-66.6753379256347,0.00969633727614948,-0.0116961851399594
"atlantic cod",1983,"Spring",41.9083546669414,-68.1460811140946,0.00969633727614948,-0.0116961851399594
"atlantic cod",1984,"Spring",41.9593331722205,-69.124640367384,0.00969633727614948,-0.0116961851399594
"atlantic cod",1985,"Spring",42.0837796695987,-67.5506396953111,0.00969633727614948,-0.0116961851399594
"atlantic cod",1986,"Spring",41.7663281457697,-67.8223430546324,0.00969633727614948,-0.0116961851399594
"atlantic cod",1987,"Spring",41.8605271035548,-68.0271713827426,0.00969633727614948,-0.0116961851399594
"atlantic cod",1988,"Spring",41.8130509274622,-68.1660344695699,0.00969633727614948,-0.0116961851399594
"atlantic cod",1989,"Spring",41.9300770339417,-67.8722226906683,0.00969633727614948,-0.0116961851399594
"atlantic cod",1990,"Spring",41.7932842838411,-68.1141513276204,0.00969633727614948,-0.0116961851399594
"atlantic cod",1991,"Spring",41.8915418293332,-67.934718466085,0.00969633727614948,-0.0116961851399594
"atlantic cod",1992,"Spring",42.2994191152473,-67.8738611595658,0.00969633727614948,-0.0116961851399594
"atlantic cod",1993,"Spring",42.0911186420962,-68.0424439764536,0.00969633727614948,-0.0116961851399594
"atlantic cod",1994,"Spring",42.3694999772258,-67.7138957878381,0.00969633727614948,-0.0116961851399594
"atlantic cod",1995,"Spring",42.0712194156773,-67.8212411037363,0.00969633727614948,-0.0116961851399594
"atlantic cod",1996,"Spring",42.4259697225876,-68.5869758207758,0.00969633727614948,-0.0116961851399594
"atlantic cod",1997,"Spring",42.1700760815214,-68.6820059231351,0.00969633727614948,-0.0116961851399594
"atlantic cod",1998,"Spring",42.0286375494156,-67.9627348455344,0.00969633727614948,-0.0116961851399594
"atlantic cod",1999,"Spring",42.2494330182442,-69.8707612381381,0.00969633727614948,-0.0116961851399594
"atlantic cod",2000,"Spring",41.5222361023782,-68.8729010327065,0.00969633727614948,-0.0116961851399594
"atlantic cod",2001,"Spring",42.4755546215551,-69.187502008297,0.00969633727614948,-0.0116961851399594
"atlantic cod",2002,"Spring",42.3306535388224,-69.5612316298879,0.00969633727614948,-0.0116961851399594
"atlantic cod",2003,"Spring",42.5220736357323,-70.0011290804801,0.00969633727614948,-0.0116961851399594
"atlantic cod",2004,"Spring",42.1708900308573,-66.9129523711918,0.00969633727614948,-0.0116961851399594
"atlantic cod",2005,"Spring",42.3180390709258,-68.5580193945469,0.00969633727614948,-0.0116961851399594
"atlantic cod",2006,"Spring",41.6863831045199,-68.601134232013,0.00969633727614948,-0.0116961851399594
"atlantic cod",2007,"Spring",42.2694925477226,-69.3625038181171,0.00969633727614948,-0.0116961851399594
"atlantic cod",2008,"Spring",42.2293566881615,-69.6995724871186,0.00969633727614948,-0.0116961851399594
"atlantic cod",1970,"Fall",42.2356173888506,-68.4332837880419,0.00517037568052508,0.00703743186418141
"atlantic cod",1971,"Fall",42.3253824752236,-69.4186111724947,0.00517037568052508,0.00703743186418141
"atlantic cod",1972,"Fall",41.5373469883488,-69.4537095970628,0.00517037568052508,0.00703743186418141
